id,cases,file_name,file_id
35c1a6ef-49d5-4f3e-8333-c0de3c3933d7,"[{'case_id': '7d4b3d86-0b91-45c6-94e2-c26377cfc988', 'samples': [{'sample_id': '650ea620-4bd7-4b97-b69f-b7c8e62c575c', 'sample_type': 'Primary Tumor'}]}]",8d3766bd-68ae-4fb2-a113-2043acbb0b5d.rna_seq.augmented_star_gene_counts.tsv,35c1a6ef-49d5-4f3e-8333-c0de3c3933d7
f7d59747-24ad-4fcb-9e04-b6c6e30ab49b,"[{'case_id': 'bae932f6-c7f7-485c-885f-578de7ee4674', 'samples': [{'sample_id': 'b77284be-1d61-4b84-9b15-3dcf585003c8', 'sample_type': 'Primary Tumor'}]}]",51103794-2219-458f-aaba-fe56f64438c1.rna_seq.augmented_star_gene_counts.tsv,f7d59747-24ad-4fcb-9e04-b6c6e30ab49b
c173ece5-20f6-42a1-b855-b5312701b3d0,"[{'case_id': 'e56fd759-a857-44cc-93e6-184b0357f576', 'samples': [{'sample_id': '1e3fd525-317f-4055-878a-aeb9a2d6f092', 'sample_type': 'Primary Tumor'}]}]",2ab33e38-c945-470e-9449-e8fc8a60d3ef.rna_seq.augmented_star_gene_counts.tsv,c173ece5-20f6-42a1-b855-b5312701b3d0
c9dd461e-fa90-408d-bd3d-e0f519ca9627,"[{'case_id': '10187828-5ead-4b6e-9155-87cd469607ed', 'samples': [{'sample_id': 'e66808b1-b899-40b5-aa94-afee69dd01d8', 'sample_type': 'Primary Tumor'}]}]",67d3ddec-7e9b-416c-aab4-1960c6294118.rna_seq.augmented_star_gene_counts.tsv,c9dd461e-fa90-408d-bd3d-e0f519ca9627
d3aa3df2-e1b7-4a0a-b183-ac06e969c00a,"[{'case_id': '1623bf32-876a-4821-aff9-ff35f5113524', 'samples': [{'sample_id': '70cd69fe-32bb-49ea-ae51-7d198f3ef911', 'sample_type': 'Primary Tumor'}]}]",f14940ea-edb1-461a-bea5-f923b796b024.rna_seq.augmented_star_gene_counts.tsv,d3aa3df2-e1b7-4a0a-b183-ac06e969c00a
ba444c4a-fe85-44b6-855f-b5b5bd7ed749,"[{'case_id': '1b77fd15-84d5-4541-bc9e-69d7a162c6fd', 'samples': [{'sample_id': '2ab31fb6-7a0a-4573-8460-212e2715954c', 'sample_type': 'Primary Tumor'}]}]",9d79253b-8c45-4bde-a42d-c399fb107400.rna_seq.augmented_star_gene_counts.tsv,ba444c4a-fe85-44b6-855f-b5b5bd7ed749
84c6ce49-2fd5-4363-96a5-d01463598645,"[{'case_id': '2817dbc5-9076-4af3-a2e1-c1ccbdd05bf3', 'samples': [{'sample_id': '43d96477-6b62-42d9-97a6-64ea5b49b131', 'sample_type': 'Primary Tumor'}]}]",8d72a357-7b39-4a0d-82f3-c9d54dbc70b6.rna_seq.augmented_star_gene_counts.tsv,84c6ce49-2fd5-4363-96a5-d01463598645
6d67e2bf-dedc-48eb-bab7-19fca3b84323,"[{'case_id': 'f428a139-77ba-4793-b20e-b56a9c687520', 'samples': [{'sample_id': '124c8fd5-145a-44e6-bcde-79648bbb56a7', 'sample_type': 'Primary Tumor'}]}]",4052e6a5-d20a-41f6-a832-a56c45b55e80.rna_seq.augmented_star_gene_counts.tsv,6d67e2bf-dedc-48eb-bab7-19fca3b84323
a4ce5639-a675-41db-a421-6c2f0440cd63,"[{'case_id': '03d4d3db-fa52-4a12-9783-956ae076d820', 'samples': [{'sample_id': 'ded4c01f-3395-4b9f-8470-62d4f2aaa377', 'sample_type': 'Primary Tumor'}]}]",4a16e06d-ffcd-443a-a4b9-c71838009b1a.rna_seq.augmented_star_gene_counts.tsv,a4ce5639-a675-41db-a421-6c2f0440cd63
3fa16061-cccb-49e7-b2a2-5387fdacb460,"[{'case_id': 'cd54c6fd-3fa8-443b-9ddc-53e29a953ef6', 'samples': [{'sample_id': '3f7aae64-7f1c-4e6d-9adf-1337ccd6b1fd', 'sample_type': 'Primary Tumor'}]}]",14630dbe-daea-46e7-b7ac-cd24abdfd530.rna_seq.augmented_star_gene_counts.tsv,3fa16061-cccb-49e7-b2a2-5387fdacb460
95703d3e-afe0-4dca-a3e0-997382fcb852,"[{'case_id': '00f9e791-b97c-49d9-be37-2fb1a022c55a', 'samples': [{'sample_id': '10e479a6-2033-43b9-937e-2cd3ff345220', 'sample_type': 'Primary Tumor'}]}]",038167c2-c7d9-47a2-9172-1cfe391c8131.rna_seq.augmented_star_gene_counts.tsv,95703d3e-afe0-4dca-a3e0-997382fcb852
fe9b5010-29bb-4e34-97b5-6ce5b512034d,"[{'case_id': '87d4156c-1b43-4e62-a9f3-8ed3709221b9', 'samples': [{'sample_id': '4c8fb70e-28b9-439b-a98d-b5c205ff5404', 'sample_type': 'Primary Tumor'}]}]",d717107a-0764-4831-a14a-b91c8dd4cf03.rna_seq.augmented_star_gene_counts.tsv,fe9b5010-29bb-4e34-97b5-6ce5b512034d
6cd1e9df-084c-4c2c-8942-02b00614ffbc,"[{'case_id': '01207379-6f10-48b0-8e90-eff541db27c5', 'samples': [{'sample_id': 'c278b9de-e0c1-4167-8006-e39ef3dd90ef', 'sample_type': 'Primary Tumor'}]}]",7ba34ce0-93c1-4fc8-b97f-2356f342b89d.rna_seq.augmented_star_gene_counts.tsv,6cd1e9df-084c-4c2c-8942-02b00614ffbc
42ae1d1d-6c6e-4e38-abd6-6516e0c9ec48,"[{'case_id': '0df89c20-b15e-4f26-8f48-e4404743eb85', 'samples': [{'sample_id': '9ec7a502-c5e1-4424-948a-f86c5a7acd90', 'sample_type': 'Primary Tumor'}]}]",3c84ea3b-99a3-4e57-984c-33022811dc60.rna_seq.augmented_star_gene_counts.tsv,42ae1d1d-6c6e-4e38-abd6-6516e0c9ec48
7feefd0a-9116-463f-a448-8007d2b971a8,"[{'case_id': '0e088b02-fa6e-4a8a-b21c-990ae310fc46', 'samples': [{'sample_id': 'af63d965-0dc5-4434-948c-a625b94a0ce8', 'sample_type': 'Primary Tumor'}]}]",b03ebc32-a177-44c7-8b02-fcd6560712f2.rna_seq.augmented_star_gene_counts.tsv,7feefd0a-9116-463f-a448-8007d2b971a8
d1df9c09-bc6a-4854-a923-8f3a8ede9ea5,"[{'case_id': '1e3fae38-05df-41c2-9e2b-66228dbac39e', 'samples': [{'sample_id': 'f8dd700b-d9eb-420b-a64f-24277961976f', 'sample_type': 'Primary Tumor'}]}]",1c87996e-59e7-495f-8c4e-f578c7e10ba8.rna_seq.augmented_star_gene_counts.tsv,d1df9c09-bc6a-4854-a923-8f3a8ede9ea5
d8613cf5-7592-41bf-838c-5dec80454dc1,"[{'case_id': '27a90230-ad95-43f9-8cc2-ed56d1b05136', 'samples': [{'sample_id': '18b72a15-dda9-402f-8100-e1dad6749ed8', 'sample_type': 'Primary Tumor'}]}]",5d11c7eb-d830-4f73-8bf6-f3c93f701417.rna_seq.augmented_star_gene_counts.tsv,d8613cf5-7592-41bf-838c-5dec80454dc1
c568fdc8-6942-44ff-a9d9-3f7a03fdc62a,"[{'case_id': 'afb91740-2668-46d7-ba01-bb26153ad1c7', 'samples': [{'sample_id': 'bfde37f2-ab6f-4426-a33d-ef9d21772f02', 'sample_type': 'Primary Tumor'}]}]",367864dd-ccd2-473e-9661-6ff4342a4e64.rna_seq.augmented_star_gene_counts.tsv,c568fdc8-6942-44ff-a9d9-3f7a03fdc62a
359d07bf-89e3-49fd-8237-723ffb299cfb,"[{'case_id': 'f3501466-cf32-4866-b5fb-e94dd32341bc', 'samples': [{'sample_id': '2a7da235-f069-4efa-ac35-649520b4dbb3', 'sample_type': 'Solid Tissue Normal'}]}]",dd012e44-f2ef-4bd4-92ac-7403ec383b6d.rna_seq.augmented_star_gene_counts.tsv,359d07bf-89e3-49fd-8237-723ffb299cfb
3f474548-c7b2-4d5e-9f8d-03c800a094fe,"[{'case_id': '028e99e9-5b9a-4954-bb6e-6d4709a3cea8', 'samples': [{'sample_id': 'e8e0e53a-4009-4141-ba6f-eed35fcaad7b', 'sample_type': 'Solid Tissue Normal'}]}]",3db0576d-969f-4cb6-9e5d-51407b953ef4.rna_seq.augmented_star_gene_counts.tsv,3f474548-c7b2-4d5e-9f8d-03c800a094fe
4c2a4d47-67dd-4c12-8f3b-1c55eb6fd00e,"[{'case_id': '06fe7f3e-4edd-4150-981c-93787ea19b39', 'samples': [{'sample_id': '7873c1a9-b1ea-46cc-b787-dfbad3366494', 'sample_type': 'Primary Tumor'}]}]",c6bf25d8-abea-411f-bb80-6e6fefb82757.rna_seq.augmented_star_gene_counts.tsv,4c2a4d47-67dd-4c12-8f3b-1c55eb6fd00e
0e6fc8f1-34ca-4f3b-9d71-5a867e5efb07,"[{'case_id': '09078761-1c14-4d01-8e15-535c19a9b0f9', 'samples': [{'sample_id': '5711ce53-0bac-4a5d-b7ba-4e1bc0c56924', 'sample_type': 'Primary Tumor'}]}]",4b6c958a-7e20-4b88-b30a-2406b123c8c1.rna_seq.augmented_star_gene_counts.tsv,0e6fc8f1-34ca-4f3b-9d71-5a867e5efb07
9c7f6057-8225-4447-adb3-aed12aa974ad,"[{'case_id': '15340dd3-84ae-49fb-989a-eb212f3e73da', 'samples': [{'sample_id': 'e3962e0e-eafa-4016-8fa4-1c4ba0d2a9ad', 'sample_type': 'Solid Tissue Normal'}]}]",b277d25a-5485-465a-bef3-db30dc75caa8.rna_seq.augmented_star_gene_counts.tsv,9c7f6057-8225-4447-adb3-aed12aa974ad
29bb005f-53d0-44e6-8626-d6bbe0dba8be,"[{'case_id': '0df573ee-28f0-4244-b434-09e6ca59fbf0', 'samples': [{'sample_id': 'b0410cd6-693d-41d6-9dad-d1b1c30bf5cb', 'sample_type': 'Primary Tumor'}]}]",d53203c7-5070-455b-aec3-ce01f32186de.rna_seq.augmented_star_gene_counts.tsv,29bb005f-53d0-44e6-8626-d6bbe0dba8be
1876b908-e911-464f-be23-2b4eae0a43b6,"[{'case_id': '15340dd3-84ae-49fb-989a-eb212f3e73da', 'samples': [{'sample_id': 'a9d69d7e-298c-4ab6-b64f-1edc58832ccd', 'sample_type': 'Primary Tumor'}]}]",6efebff1-f165-415e-9001-45a782638785.rna_seq.augmented_star_gene_counts.tsv,1876b908-e911-464f-be23-2b4eae0a43b6
555bdfe8-80bb-46db-80f1-421038f5c2b4,"[{'case_id': '15f12d2c-b834-4bfc-b526-f03bf85bfe96', 'samples': [{'sample_id': '71de7aed-0fd7-4381-847b-885e1310d6ef', 'sample_type': 'Primary Tumor'}]}]",25ef25f6-9982-41ad-9823-62763c6c29eb.rna_seq.augmented_star_gene_counts.tsv,555bdfe8-80bb-46db-80f1-421038f5c2b4
f201ba16-5cb7-42d0-9865-e413fffa3532,"[{'case_id': '12c27db5-db2f-48dc-a2ca-9557b951f43e', 'samples': [{'sample_id': 'a5bff681-5b9e-4d3e-93d8-b7ae8f2fd233', 'sample_type': 'Primary Tumor'}]}]",8fa3359f-1e40-448a-aae8-a955c1ca3323.rna_seq.augmented_star_gene_counts.tsv,f201ba16-5cb7-42d0-9865-e413fffa3532
932ccb56-ad41-40a0-9ab3-21f490c60af5,"[{'case_id': '1b110eb4-a01d-4c50-ba18-77da4dedd549', 'samples': [{'sample_id': '9dcb355a-c122-4341-89d7-1df471315a49', 'sample_type': 'Primary Tumor'}]}]",a7c58df0-fffc-4a80-85c4-2dab24b2edc2.rna_seq.augmented_star_gene_counts.tsv,932ccb56-ad41-40a0-9ab3-21f490c60af5
bae11f13-84a4-4fe3-b9e4-9d48b74896af,"[{'case_id': '16d3c1c1-cf3a-44b6-b564-8ae5464b243d', 'samples': [{'sample_id': '24057913-52eb-4f50-a501-c11003b2356a', 'sample_type': 'Primary Tumor'}]}]",da046621-2982-42dc-b54d-6c875ecb5368.rna_seq.augmented_star_gene_counts.tsv,bae11f13-84a4-4fe3-b9e4-9d48b74896af
36e8195f-72b1-4d87-9be5-a487689aba5e,"[{'case_id': '1c339545-c08a-4a77-b8e9-a7e49e53853f', 'samples': [{'sample_id': 'bf8fdf82-62b4-4b5d-93e7-ce153576fe49', 'sample_type': 'Primary Tumor'}]}]",772dcecf-b53d-42e2-8161-f48030150aa0.rna_seq.augmented_star_gene_counts.tsv,36e8195f-72b1-4d87-9be5-a487689aba5e
b6a0d742-e7bc-4d67-8014-675e62f1ddd0,"[{'case_id': '17e09b0d-eab2-40ec-ae3c-be9ab63fcef0', 'samples': [{'sample_id': '034cf68f-79af-40f3-bb6e-26ae98b3a62f', 'sample_type': 'Primary Tumor'}]}]",df3e51ff-63ad-45c2-ba71-676c5eb6b9e0.rna_seq.augmented_star_gene_counts.tsv,b6a0d742-e7bc-4d67-8014-675e62f1ddd0
62cdda72-a90e-49e7-9423-24540d696049,"[{'case_id': '1d276b62-5e64-48fb-b2ce-5192b511fe37', 'samples': [{'sample_id': '373c5231-b6ae-49db-ac0d-d674a0c9c100', 'sample_type': 'Primary Tumor'}]}]",ed4e21ee-1471-479e-af75-72c91986787a.rna_seq.augmented_star_gene_counts.tsv,62cdda72-a90e-49e7-9423-24540d696049
6bec00ac-81d0-4f29-bb4d-99102992914c,"[{'case_id': '1d90c9f3-5025-4867-a2f0-e455b6a254fa', 'samples': [{'sample_id': '60d4bb1a-a25f-485e-8247-1ea42220015a', 'sample_type': 'Primary Tumor'}]}]",0326e97a-2ec7-4038-98f3-03d94962d869.rna_seq.augmented_star_gene_counts.tsv,6bec00ac-81d0-4f29-bb4d-99102992914c
eeacf4ac-09cf-41a8-8066-c38a173e61b4,"[{'case_id': '1f0a5312-0590-4230-9da9-fd0cfe693586', 'samples': [{'sample_id': '49cf5040-2d73-4538-8825-7fba37379289', 'sample_type': 'Primary Tumor'}]}]",73d96384-ebea-4467-8663-ada78336233c.rna_seq.augmented_star_gene_counts.tsv,eeacf4ac-09cf-41a8-8066-c38a173e61b4
db07bd22-cf7a-4504-9491-1bdeb1e14339,"[{'case_id': '27fceec1-3298-4cdd-a4e6-8f5cf34604f0', 'samples': [{'sample_id': 'ed5b47c1-569f-492b-8d6c-155e3ba79acb', 'sample_type': 'Primary Tumor'}]}]",c29e5bb3-860d-4f1f-b27d-ae5b9d8c4208.rna_seq.augmented_star_gene_counts.tsv,db07bd22-cf7a-4504-9491-1bdeb1e14339
5dd8168d-fe35-4a32-8520-1deaef953b10,"[{'case_id': '2923e404-38f2-437a-b57e-23401fbe0273', 'samples': [{'sample_id': '37901d81-dc2a-4f55-b6c5-f117274d50b8', 'sample_type': 'Primary Tumor'}]}]",53244201-6282-42ea-9da4-31524ca39bf8.rna_seq.augmented_star_gene_counts.tsv,5dd8168d-fe35-4a32-8520-1deaef953b10
bb5264e1-0dbf-4b28-9fbe-0a8602c13369,"[{'case_id': '23069f19-eba5-4ea5-ae7d-1ee4399ce7c1', 'samples': [{'sample_id': '4f516204-3c17-4df0-b9bb-6b6dc9af4fd2', 'sample_type': 'Primary Tumor'}]}]",a787801a-cb3f-4a1f-b14c-ed8f2bfd6028.rna_seq.augmented_star_gene_counts.tsv,bb5264e1-0dbf-4b28-9fbe-0a8602c13369
2a7831f2-aa57-4e6f-92b3-0a7a727d5637,"[{'case_id': '2cd8ea73-cb3f-4b17-9b97-fa12eb03b85b', 'samples': [{'sample_id': '5d0ed8d1-6e84-4f6c-8e0e-0317aa8b0e3f', 'sample_type': 'Primary Tumor'}]}]",cbdf1edd-a8c9-4fc8-88ee-928f01abae34.rna_seq.augmented_star_gene_counts.tsv,2a7831f2-aa57-4e6f-92b3-0a7a727d5637
de0b900f-151a-4173-a070-3ec31ec05aed,"[{'case_id': '25d4ea9e-f773-4f11-bac9-64efdad73211', 'samples': [{'sample_id': 'd2b8a9f4-7d70-43a0-b5f6-5b7365a03944', 'sample_type': 'Primary Tumor'}]}]",62b8c824-3e80-4341-bfee-78d04be904c9.rna_seq.augmented_star_gene_counts.tsv,de0b900f-151a-4173-a070-3ec31ec05aed
513215cb-f8da-4b0c-b6d8-eaaeab03773c,"[{'case_id': '2ebdf80c-f6b7-4683-b953-b33e0c93b9a0', 'samples': [{'sample_id': 'efc63928-8c0d-4b2d-ac3b-b55cd1e2d0b2', 'sample_type': 'Primary Tumor'}]}]",6c5481c2-8fd3-4ee4-a114-52791214b9d8.rna_seq.augmented_star_gene_counts.tsv,513215cb-f8da-4b0c-b6d8-eaaeab03773c
9a1b94e1-3bc6-4616-9449-2e6ae86ccca1,"[{'case_id': 'b061f58f-74b6-4562-bfc9-47dc5b72e4da', 'samples': [{'sample_id': 'aef391bd-b0bf-4802-b36d-609684652162', 'sample_type': 'Primary Tumor'}]}]",bf089266-def3-496e-b707-0ae0465de8ce.rna_seq.augmented_star_gene_counts.tsv,9a1b94e1-3bc6-4616-9449-2e6ae86ccca1
b302f08f-dd61-4f4f-9f8b-6aa9332cb1f4,"[{'case_id': '7ed26f9c-b775-45a9-9d76-3388fbff0c95', 'samples': [{'sample_id': '47af0b63-2843-4917-ac44-9f4a1b178ac8', 'sample_type': 'Primary Tumor'}]}]",ceec282e-c33b-486b-9224-0c3016ae585e.rna_seq.augmented_star_gene_counts.tsv,b302f08f-dd61-4f4f-9f8b-6aa9332cb1f4
0c23028e-a6fa-4171-8844-d42b54094bf8,"[{'case_id': 'eec6c979-1b41-42d7-941d-bd26eac4cba3', 'samples': [{'sample_id': '786669fc-6cb3-444f-9a04-31339de1edab', 'sample_type': 'Primary Tumor'}]}]",fa6103cb-1944-4979-8abf-ceb1d83fa62d.rna_seq.augmented_star_gene_counts.tsv,0c23028e-a6fa-4171-8844-d42b54094bf8
9d66ab91-2548-4d8f-8261-0983607aaa23,"[{'case_id': 'b2e05e13-c4eb-4d5c-9533-1211e8e7729a', 'samples': [{'sample_id': '8343141f-140a-41d4-bf2f-d6ff81e2babb', 'sample_type': 'Primary Tumor'}]}]",71113cc9-ee4b-48d4-acc1-316298b5e5a5.rna_seq.augmented_star_gene_counts.tsv,9d66ab91-2548-4d8f-8261-0983607aaa23
4d59e7fb-c106-4b55-939c-57be51e4f030,"[{'case_id': '292b1b0d-3f37-413f-ad95-e99f8afe16e0', 'samples': [{'sample_id': '81676f41-109e-48ae-bbdf-172b8c287160', 'sample_type': 'Primary Tumor'}]}]",2cf6440a-323d-48bc-8bbe-9e5678ac9f62.rna_seq.augmented_star_gene_counts.tsv,4d59e7fb-c106-4b55-939c-57be51e4f030
a97204bd-de8c-40fd-ba2d-04c4620b7c87,"[{'case_id': '5ac87e01-90cb-4394-a137-2bbdb15fbd75', 'samples': [{'sample_id': 'f4832600-9c83-4407-b322-18133e7a0a3e', 'sample_type': 'Primary Tumor'}]}]",6dea4b49-1e65-4f14-986f-7cc4099cd497.rna_seq.augmented_star_gene_counts.tsv,a97204bd-de8c-40fd-ba2d-04c4620b7c87
897f879b-2b7c-470e-8f9b-7850999a4665,"[{'case_id': '0e568ee4-6ec3-4b49-9f0c-d99b4cbca89b', 'samples': [{'sample_id': '207730ea-3fc4-4544-bcc0-9ab8a32fa6f5', 'sample_type': 'Primary Tumor'}]}]",6e4edcae-68aa-4e0a-80bc-d8114f132bba.rna_seq.augmented_star_gene_counts.tsv,897f879b-2b7c-470e-8f9b-7850999a4665
